OBJECTID,Year,State,Agency,Unit ID,Fire Name,Local Incident Number,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Comments,Complex Name,IRWIN ID,Fire Number (historical use),Complex ID,DECADES,Shape__Area,Shape__Length,month_yr,percent
3197,2017.0,CA,CDF,BDU,CABLE,00008717,2017-06-24 07:00:00,6/24/2017 7:00:00 AM,9,6.0,1.0,11.38073,,,,,,2010-2019,67536.55078125,1222.11749013939,2017-06,97.06410256410257
3198,2017.0,CA,CDF,SLU,WEST,00008747,2017-07-31 07:00:00,7/31/2017 7:00:00 AM,10,6.0,1.0,11.34279,,,,,,2010-2019,69218.3984375,1780.41171537611,2017-07,80.36842105263158
3201,2017.0,CA,CDF,SLU,SOLAR,00006106,2017-06-03 07:00:00,6/3/2017 7:00:00 AM,14,1.0,1.0,11.10916,Solar Panel Electrical Failure,,{34CC1950-D4CA-4D2C-A9FA-5AA2B77C7B94},,,2010-2019,67691.234375,1194.51521323871,2017-06,97.06410256410257
3202,2017.0,CA,CCO,ORC,JEFFREY,17090818,2017-08-19 07:00:00,8/19/2017 7:00:00 AM,14,1.0,1.0,11.08747,,,{DF9C84F0-AD7A-4FEB-8AE9-870687AB7B6C},,,2010-2019,65024.59375,1196.02839727343,2017-08,74.53424657534246
3214,2017.0,CA,CDF,MVU,BANDY 2,00021622,2017-08-17 07:00:00,8/22/2017 7:00:00 AM,9,1.0,1.0,10.30523,"UAV , doesn't match CAIRS acres",,{5971433C-8CAA-4169-956E-8B128086BB37},,,2010-2019,59556.8359375,1031.65777907355,2017-08,74.53424657534246
3215,2017.0,CA,CDF,SLU,VILLA,00008621,2017-07-28 07:00:00,7/28/2017 7:00:00 AM,11,1.0,1.0,10.20885,Energized arching power lines,,{7A36D8DA-81F7-4234-A0AF-C9C7DE7185AB},,,2010-2019,62426.15625,1021.55884512601,2017-07,80.36842105263158
3217,2017.0,CA,CCO,SBC,ARMOUR,00009730,2017-07-27 07:00:00,7/27/2017 7:00:00 AM,10,1.0,1.0,10.08267,,,{EE883D66-3FBB-4E22-BE01-26D585D18981},,,2010-2019,60379.671875,1429.46436243082,2017-07,80.36842105263158
3219,2017.0,CA,CCO,VNC,BROOK,00042450,2017-05-23 07:00:00,5/24/2017 7:00:00 AM,14,1.0,1.0,10.04382,per walked track,,,,,2010-2019,59473.66015625,1246.05578095928,2017-05,131.67857142857142
3227,2017.0,CA,CCO,LAC,SOUTH,00174063,2017-06-13 07:00:00,6/13/2017 7:00:00 AM,4,1.0,1.0,9.507282,,,{1FD3FE3D-1A73-4615-9BF9-9F2CD7489F74},,,2010-2019,57020.25390625,1177.2297938569,2017-06,97.06410256410257
3240,2017.0,CA,CCO,LAC,MULHOLLAND,00147096,2017-05-19 07:00:00,5/19/2017 7:00:00 AM,14,1.0,1.0,7.373501,,,{958FED8D-8D55-421F-8D24-447D5137F05F},,,2010-2019,43624.45703125,1365.05840633091,2017-05,131.67857142857142
3245,2017.0,CA,CCO,VNC,CANYON,00110784,2017-07-19 07:00:00,,14,1.0,1.0,5.550757,VNC into FRA on intitial attack,,,,,2010-2019,32979.1328125,972.485221577203,2017-07,80.36842105263158
3248,2017.0,CA,CCO,ORC, ,17096358,2017-09-02 07:00:00,9/2/2017 7:00:00 AM,14,1.0,1.0,5.443711,,,,,,2010-2019,31842.3515625,856.657371108901,2017-09,68.79310344827586
3249,2017.0,CA,CCO,ORC,MAGAZINE,17083469,2017-07-31 07:00:00,7/31/2017 7:00:00 AM,14,1.0,1.0,5.23979,,,,,,2010-2019,30700.8671875,866.241263674261,2017-07,80.36842105263158
3251,2017.0,CA,CCO,VNC,"SCHOOL
SCHOOL",00100005,2017-11-23 08:00:00,11/23/2017 8:00:00 AM,9,1.0,1.0,4.666061,Animal caused electrical arcing,,,,,2010-2019,27760.71875,1113.85738939902,2017-11,62.74193548387097
3255,2017.0,CA,CCO,ORC,CARBON CANYON PARK,17117107,2017-10-25 07:00:00,10/25/2017 7:00:00 AM,14,1.0,1.0,4.446725,,,,,,2010-2019,26199.51953125,793.279259176882,2017-10,63.589285714285715
3260,2017.0,CA,CCO,VNC,ROLLING,00063742,2017-08-03 07:00:00,8/3/2017 7:00:00 AM,14,1.0,1.0,3.923584,Final.  Walked GPS,,,,,2010-2019,23256.375,778.71846973505,2017-08,74.53424657534246
3269,2017.0,CA,CCO,LAC,PALMS,00227042,2017-07-31 07:00:00,7/31/2017 7:00:00 AM,14,7.0,1.0,2.911873,,,{1D919F81-BE62-4695-B5A3-57744AF5D91A},,,2010-2019,17195.82421875,667.983315539701,2017-07,80.36842105263158
3270,2017.0,CA,CCO,ORC,LAGUNA NIGUEL REGIONAL PARK,17085848,2017-08-06 07:00:00,8/6/2017 7:00:00 AM,14,1.0,1.0,2.904046,,,,,,2010-2019,16965.2265625,651.305586087719,2017-08,74.53424657534246
3271,2017.0,CA,CCO,VNC,MONTVIEW,00040196,2017-05-15 07:00:00,5/15/2017 7:00:00 AM,14,6.0,1.0,2.893327,Rough per description.  waiting for walked GPS tr*,,,,,2010-2019,17133.0078125,484.388886664416,2017-05,131.67857142857142
3272,2017.0,CA,CCO,LAC,GAVINA,00143075,2017-05-15 07:00:00,5/15/2017 7:00:00 AM,4,1.0,1.0,2.574129,,,,,,2010-2019,15311.2265625,712.967430517682,2017-05,131.67857142857142
3274,2017.0,CA,CCO,LAC,ENCINAL,00125827,2017-04-29 07:00:00,4/29/2017 7:00:00 AM,2,7.0,1.0,2.525276,,,{63478059-83BE-4EF5-9110-D580E9843F53},,,2010-2019,14933.80078125,750.120974597807,2017-04,145.4915254237288
3275,2017.0,CA,CCO,VNC,RUNNER,00104509,2017-12-05 08:00:00,12/5/2017 8:00:00 AM,9,6.0,1.0,2.425504,Unintentional,,,,,2010-2019,14386.8828125,535.699626786195,2017-12,63.58490566037736
3277,2017.0,CA,CCO,VNC,BALDWIN,00049252,2017-06-16 07:00:00,6/16/2017 7:00:00 AM,2,1.0,1.0,2.296595,Per walked GPS track,,,,,2010-2019,13691.89453125,493.231028484406,2017-06,97.06410256410257
3278,2017.0,CA,CCO,VNC,LIBBEY,00032047,2017-04-16 07:00:00,4/16/2017 7:00:00 AM,9,6.0,1.0,2.227261,Unintentional,,,,,2010-2019,13288.72265625,494.937596813145,2017-04,145.4915254237288
3280,2017.0,CA,CCO,ORC,ANTONIO,17068926,2017-06-24 07:00:00,6/24/2017 7:00:00 AM,14,1.0,1.0,2.2113,,,,,,2010-2019,12935.625,506.686423304343,2017-06,97.06410256410257
3282,2017.0,CA,CCO,LAC,BARN,00157711,2017-05-29 07:00:00,5/29/2017 7:00:00 AM,4,7.0,1.0,2.064039,,,{B9F4AA08-A5F5-4CB0-8B31-45DB1F9E42E6},,,2010-2019,12330.96875,541.38648636913,2017-05,131.67857142857142
3284,2017.0,CA,CCO,VNC,MCWANE,00041882,2017-05-21 07:00:00,5/21/2017 7:00:00 AM,14,6.0,1.0,1.751291,,,,,,2010-2019,10372.32421875,421.532158348047,2017-05,131.67857142857142
3287,2017.0,CA,CCO,LAC,OLD,00212637,2017-07-18 07:00:00,7/18/2017 7:00:00 AM,2,7.0,1.0,1.638321,,,{0AF6CEA9-ED57-4B87-AE8F-A554C4679A0B},,,2010-2019,9747.8828125,621.700390963247,2017-07,80.36842105263158
3288,2017.0,CA,CCO,VNC,FORK,00035362,2017-04-28 07:00:00,4/28/2017 7:00:00 AM,14,1.0,1.0,1.534435,Walked track,,,,,2010-2019,9130.51171875,846.129704469438,2017-04,145.4915254237288
3292,2017.0,CA,CCO,LAC,CANYON,00197049,2017-07-04 07:00:00,7/4/2017 7:00:00 AM,14,7.0,1.0,1.362349,,,{1A8A7FFA-5C95-4012-ADC5-DE22ABC41F82},,,2010-2019,8033.296875,804.378836961196,2017-07,80.36842105263158
3293,2017.0,CA,CCO,LAC,HASLEY,00202478,2017-07-09 07:00:00,7/9/2017 7:00:00 AM,8,1.0,1.0,1.342572,,,{1231E7AF-E060-4093-9B94-667C24CDE7E8},,,2010-2019,8010.05859375,396.208921324656,2017-07,80.36842105263158
3294,2017.0,CA,CCO,ORC,NIGUEL,17070830,2017-06-29 07:00:00,6/29/2017 7:00:00 AM,2,1.0,1.0,1.328025,,,,,,2010-2019,7759.390625,471.104422535993,2017-06,97.06410256410257
3295,2017.0,CA,CCO,VNC,SCALES,00113112,2017-12-21 08:00:00,12/21/2017 8:00:00 AM,14,1.0,1.0,1.25824,Walked perimter,,{E1B1545B-AC69-475B-A9B9-7CDBD9A2D98E},,,2010-2019,7462.04296875,697.889451565569,2017-12,63.58490566037736
3297,2017.0,CA,CCO,VNC,PACIFIC,00075307,2017-09-09 07:00:00,9/9/2017 7:00:00 AM,14,1.0,1.0,1.190109,Final Walked track.  Small spot to the north east,,,,,2010-2019,7081.38671875,561.418201925858,2017-09,68.79310344827586
3298,2017.0,CA,CCO,VNC,PALMA,00089782,2017-10-21 07:00:00,10/21/2017 7:00:00 AM,14,1.0,1.0,1.187291,gps track,,,,,2010-2019,7047.37109375,361.794915832203,2017-10,63.589285714285715
3299,2017.0,CA,CCO,VNC,PACIFICA,00051791,2017-06-24 07:00:00,6/24/2017 7:00:00 AM,14,1.0,1.0,1.158548,GPS track,,,,,2010-2019,6859.6796875,501.17810228652,2017-06,97.06410256410257
3301,2017.0,CA,CCO,LAC,PARKMOR,00220731,2017-07-25 07:00:00,7/25/2017 7:00:00 AM,14,1.0,1.0,1.132044,,,{F9F82135-E30D-49DC-BF6A-87F54B627487},,,2010-2019,6707.03125,322.580428171964,2017-07,80.36842105263158
3304,2017.0,CA,CCO,LAC,VISTA,00224040,2017-07-29 07:00:00,7/29/2017 7:00:00 AM,14,7.0,1.0,0.5557644,,,{E087E0B2-2823-49ED-B0C4-F5AF81FB46CF},,,2010-2019,3322.33203125,327.685859742429,2017-07,80.36842105263158
3305,2017.0,CA,CCO,ORC,TOMATO SPRINGS,17140376,2017-12-22 08:00:00,12/22/2017 8:00:00 AM,14,1.0,1.0,0.5389289,,,,,,2010-2019,3159.30078125,265.791635356242,2017-12,63.58490566037736
3307,2017.0,CA,CCO,ORC,IRVINE PARK,17055313,2017-05-20 07:00:00,5/20/2017 7:00:00 AM,14,1.0,1.0,0.4889542,,,,,,2010-2019,2872.50390625,313.624148299428,2017-05,131.67857142857142
3317,2017.0,CA,CCO,LAC,TETON,00290730,2017-09-28 07:00:00,9/28/2017 7:00:00 AM,14,7.0,1.0,0.3011239,,,{412AE3A6-C702-4D39-ABE9-D863A433412E},,,2010-2019,1777.46875,219.109806654465,2017-09,68.79310344827586
3319,2017.0,CA,CCO,ORC, ,17110695,2017-10-09 07:00:00,10/9/2017 7:00:00 AM,14,1.0,1.0,0.258453,,,,,,2010-2019,1509.265625,169.942283340797,2017-10,63.589285714285715
3321,2017.0,CA,CCO,LAC,HACIENDA,00338819,2017-11-12 08:00:00,11/12/2017 8:00:00 AM,14,1.0,1.0,0.247208,,,{B9E9849E-395E-4B50-835F-2E2FEC40F6DC},,,2010-2019,1458.421875,212.624414426701,2017-11,62.74193548387097
3322,2017.0,CA,CCO,LAC,COYOTE,00324083,2017-10-29 07:00:00,10/29/2017 7:00:00 AM,14,1.0,1.0,0.2426913,,,{6469813F-9AC4-4D7F-935B-4D9205B9E430},,,2010-2019,1438.92578125,207.601785479195,2017-10,63.589285714285715
3328,2017.0,CA,CCO,LAC,WAGON,00184068,2017-06-22 07:00:00,6/22/2017 7:00:00 AM,2,7.0,1.0,0.1805364,,,{E4974E24-69AC-4FAA-ABE0-A66BD280BFDE},,,2010-2019,1078.046875,154.415832407693,2017-06,97.06410256410257
3329,2017.0,CA,CCO,LAC,RAMBLA,00377553,2017-12-18 08:00:00,12/18/2017 8:00:00 AM,2,1.0,1.0,0.1799399,,,{47926A6D-5BBF-4B1E-B463-0758491CF70F},,,2010-2019,1063.47823938914,138.045665168854,2017-12,63.58490566037736
3330,2017.0,CA,CCO,ORC,ROSE,17073018,2017-07-04 07:00:00,7/4/2017 7:00:00 AM,9,1.0,1.0,0.1795835,,,,,,2010-2019,1051.9765625,133.841098022978,2017-07,80.36842105263158
3337,2017.0,CA,CCO,ORC,CREEK,17121768,2017-11-06 08:00:00,11/6/2017 8:00:00 AM,14,1.0,1.0,0.1501368,,,,,,2010-2019,878.79296875,192.212414941944,2017-11,62.74193548387097
3338,2017.0,CA,CCO,LAC,LEONA,00270836,2017-09-09 07:00:00,9/9/2017 7:00:00 AM,11,1.0,1.0,0.139297,,,{AAAB52D0-2FC6-40B1-A32D-B657D05A3457},,,2010-2019,834.13671875,136.421125774922,2017-09,68.79310344827586
3340,2017.0,CA,CCO,ORC, ,17093759,2017-08-27 07:00:00,8/27/2017 7:00:00 AM,8,1.0,1.0,0.1167619,,,,,,2010-2019,681.02734375,151.357575440706,2017-08,74.53424657534246
3343,2017.0,CA,CCO,ORC, ,17116171,2017-10-23 07:00:00,10/23/2017 7:00:00 AM,14,1.0,1.0,0.08686703,,,,,,2010-2019,509.8046875,185.270236078712,2017-10,63.589285714285715
3347,2017.0,CA,CCO,ORC,TESORO SCHOOL,17083622,2017-07-31 07:00:00,8/1/2017 7:00:00 AM,14,1.0,1.0,0.0795795,,,,,,2010-2019,465.2265625,122.291416544314,2017-07,80.36842105263158
3364,2017.0,CA,CCO,ORC, ,17113317,2017-10-16 07:00:00,10/16/2017 7:00:00 AM,14,1.0,1.0,0.07130744,,,,,,2010-2019,415.22265625,104.906264299895,2017-10,63.589285714285715
3366,2017.0,CA,CCO,LAC,SKYLINE,00339735,2017-11-13 08:00:00,11/13/2017 8:00:00 AM,2,1.0,1.0,0.07016324,,,{A432E642-8769-4EB9-9D51-B8356EBAD374},,,2010-2019,415.279760499485,152.499434605055,2017-11,62.74193548387097
3368,2017.0,CA,CCO,LAC,MARTINEZ,00298577,2017-10-05 07:00:00,10/6/2017 7:00:00 AM,7,1.0,1.0,0.05247684,,,{D90A6446-BD8D-47D8-8006-EE29631046A2},,,2010-2019,313.05859375,84.9692708032463,2017-10,63.589285714285715
3369,2017.0,CA,CCO,ORC,TRAFALGAR CANYON,17059847,2017-06-01 07:00:00,6/1/2017 7:00:00 AM,14,1.0,1.0,0.04850181,,,,,,2010-2019,282.5,75.3595791908498,2017-06,97.06410256410257
3370,2017.0,CA,CCO,LAC,BROWNS,00197749,2017-07-04 07:00:00,7/5/2017 7:00:00 AM,8,7.0,1.0,0.03477105,,,{9C7968DB-4830-4A82-BFF7-A3B1F41AECC5},,,2010-2019,206.75,76.8444736800326,2017-07,80.36842105263158
3371,2017.0,CA,CCO,LAC,MEDLEY,00314882,2017-10-21 07:00:00,10/21/2017 7:00:00 AM,14,1.0,1.0,0.02775379,,,{5475AA3F-FE68-46CC-862F-EB28DFCF8052},,,2010-2019,164.1484375,61.6310025173991,2017-10,63.589285714285715
3372,2017.0,CA,CCO,ORC, ,17095310,2017-08-31 07:00:00,8/31/2017 7:00:00 AM,14,1.0,1.0,0.02271913,,,,,,2010-2019,132.9609375,53.0695330447129,2017-08,74.53424657534246
3373,2017.0,CA,CCO,ORC,CROSS CREEK,17101390,2017-09-15 07:00:00,9/15/2017 7:00:00 AM,14,4.0,1.0,0.02014686,,,,,,2010-2019,118.58203125,42.7532645759039,2017-09,68.79310344827586
3374,2017.0,CA,CCO,ORC, ,17100662,2017-09-13 07:00:00,9/13/2017 7:00:00 AM,14,1.0,1.0,0.01499808,,,,,,2010-2019,87.80859375,39.9520066534687,2017-09,68.79310344827586
3375,2017.0,CA,CCO,ORC,WOOD,17139397,2017-12-20 08:00:00,12/20/2017 8:00:00 AM,14,1.0,1.0,0.009493228,,,,,,2010-2019,55.49609375,43.384472841162,2017-12,63.58490566037736
3376,2017.0,CA,CCO,ORC,GEORGIA SUE,17073338,2017-07-05 07:00:00,7/5/2017 7:00:00 AM,14,1.0,1.0,0.006446013,,,,,,2010-2019,37.703125,24.9013738120348,2017-07,80.36842105263158
3377,2017.0,CA,CCO,ORC, ,17012285,2017-01-30 08:00:00,1/30/2017 8:00:00 AM,14,1.0,1.0,0.003896726,,,,,,2010-2019,22.78125,19.3195339523709,2017-01,101.62264150943396
3378,2017.0,CA,CCO,ORC, ,17123139,2017-11-10 08:00:00,11/10/2017 8:00:00 AM,14,1.0,1.0,0.002960623,,,,,,2010-2019,17.33984375,16.5709603697051,2017-11,62.74193548387097
3380,2017.0,CA,CCO,ORC, ,17140202,2017-12-22 08:00:00,12/22/2017 8:00:00 AM,14,1.0,1.0,0.001356887,,,,,,2010-2019,7.93359375,13.3867071561042,2017-12,63.58490566037736
3383,2016.0,CA,CDF,SLU,CHIMNEY,00008948,2016-08-13 07:00:00,9/9/2016 7:00:00 AM,10,1.0,1.0,46233.92,,,{AA6E1B45-641E-4389-BB11-6F822A266A8B},,,2010-2019,284621239.792969,135850.097552518,2016-08,57.945945945945944
3391,2016.0,CA,CDF,MVU,BORDER 3,014498,2016-06-19 07:00:00,7/7/2016 7:00:00 AM,14,3.0,1.0,7606.026,USFS inc #0001647,,{93B700E2-CFBD-484C-9DEE-8CBE72511E4B},,,2010-2019,43496574.9335938,60505.4250899381,2016-06,80.95180722891567
3417,2016.0,CA,CDF,RRU,BOGART,105125,2016-08-30 07:00:00,9/2/2016 7:00:00 AM,14,2.0,1.0,1458.703,,,{5537B4D8-8F03-4ED4-82DE-7E59FBEA26FA},,,2010-2019,8607548.0859375,14040.610763358,2016-08,57.945945945945944
3424,2016.0,CA,CCO,LAC,SAGE,198015,2016-07-09 07:00:00,7/16/2016 7:00:00 AM,4,7.0,1.0,850.8893,,,,,,2010-2019,5066086.77734375,12250.8143587639,2016-07,63.56818181818182
3435,2016.0,CA,CCO,LAC,OLD,160799,2016-06-04 07:00:00,6/8/2016 7:00:00 AM,2,1.0,1.0,463.1134,SMNRA inc # 457,,{610D2487-11AF-43B9-B5F5-0540F0639506},,,2010-2019,2742222.0078125,13279.3008735954,2016-06,80.95180722891567
3462,2016.0,CA,CDF,SLU,SHEDD,004968,2016-05-10 07:00:00,5/10/2016 7:00:00 AM,14,1.0,1.0,161.3491,,,,,,2010-2019,989962.50390625,6434.72633163943,2016-05,98.5909090909091
3470,2016.0,CA,CDF,RRU,TEMECULA,067665,2016-06-05 07:00:00,6/7/2016 7:00:00 AM,14,2.0,1.0,139.9618,,,{B46AE2AF-5966-4C24-A283-7268AB6D6066},,,2010-2019,815748.25,4220.77767269231,2016-06,80.95180722891567
3476,2016.0,CA,CDF,RRU,BRIGSS,084348,2016-07-12 07:00:00,7/15/2016 7:00:00 AM,14,1.0,1.0,118.9174,,,{EBF8A28C-F95E-49C0-8D63-E7A23713CF31},,,2010-2019,698268.26171875,4212.5224318292,2016-07,63.56818181818182
3479,2016.0,CA,CCO,LAC,GORMAN,114380,2016-04-19 07:00:00,4/19/2016 7:00:00 AM,14,7.0,1.0,105.8172,,,,,,2010-2019,636358.6953125,6493.24981621831,2016-04,125.30379746835443
3481,2016.0,CA,CDF,BDU,LONE PINE,009148,2016-07-01 07:00:00,7/5/2016 7:00:00 AM,14,1.0,1.0,104.2135,2016-CAOVD-001079 ,,{E26FC3E2-25E7-4F59-A5D2-854A3133AE3B},,,2010-2019,655599.71484375,9907.18313808004,2016-07,63.56818181818182
3482,2016.0,CA,CCO,LAC,JOHNSON,295616,2016-10-11 07:00:00,10/11/2016 7:00:00 AM,14,7.0,1.0,101.4958,,,{F22A52EF-8704-4B95-BF86-F1B8B567EC63},,,2010-2019,608600.41015625,5050.78409284298,2016-10,53.84444444444444
3486,2016.0,CA,CCO,ORC,TRABUCO,,2016-09-06 07:00:00,9/7/2016 7:00:00 AM,14,1.0,1.0,97.34912,26722 Avery Pkwy by Service rd  Inc # 1672601,,,,,2010-2019,568610.25,3121.01535493116,2016-09,57.73737373737374
3493,2016.0,CA,CDF,SLU,FRAZIER,006941,2016-06-27 07:00:00,6/27/2016 7:00:00 AM,10,1.0,1.0,86.51613,,,{2488FE9B-CB38-4873-9A5A-6698E96E880E},,,2010-2019,532113.375,3298.37322066102,2016-06,80.95180722891567
3497,2016.0,CA,CCO,VNC,SHERWOOD,052098,2016-07-14 07:00:00,7/15/2016 7:00:00 AM,14,2.0,1.0,78.70457,SMNRA  INC  # 558,,,,,2010-2019,466194.3984375,3495.88588378224,2016-07,63.56818181818182
3507,2016.0,CA,CCO,ORC,SAN JUAN,,2016-06-15 07:00:00,6/16/2016 7:00:00 AM,14,1.0,1.0,70.31184,Inc #1662620,,,,,2010-2019,410542.44921875,4208.05839501136,2016-06,80.95180722891567
3510,2016.0,CA,CDF,MVU,PALA 3,012832,2016-05-31 07:00:00,7/2/2016 7:00:00 AM,14,1.0,1.0,66.19798,Pala_3,,{7B928689-A761-425C-8425-E845FB5373C8},,,2010-2019,385561.734375,4269.12573152213,2016-05,98.5909090909091
3517,2016.0,CA,CCO,LAC,KAGEL,303946,2016-10-19 07:00:00,10/19/2016 7:00:00 AM,14,7.0,1.0,61.8065,,,,,,2010-2019,367312.1484375,2847.43061722542,2016-10,53.84444444444444
3521,2016.0,CA,CCO,ORC,SAN JUAN,,2016-11-13 08:00:00,11/13/2016 8:00:00 AM,10,1.0,1.0,55.2786,INC #16120347,,,,,2010-2019,322540.76953125,2912.64339009464,2016-11,64.80597014925372
3527,2016.0,CA,CDF,SLU,ESTRELLA,005913,2016-06-03 07:00:00,6/3/2016 7:00:00 AM,2,1.0,1.0,47.40794,,,,,,2010-2019,291416.484375,3733.07994800456,2016-06,80.95180722891567
3529,2016.0,CA,CCO,ORC,LAGUNA,,2016-06-26 07:00:00,6/29/2016 7:00:00 AM,14,1.0,1.0,46.28121,Inc# 1667008,,,,,2010-2019,270489.203125,3735.01375639416,2016-06,80.95180722891567
3530,2016.0,CA,CCO,VNC,CASITAS,031135,2016-04-28 07:00:00,4/30/2016 7:00:00 AM,14,1.0,1.0,46.16,,,,,,2010-2019,274767.03125,3774.88139907302,2016-04,125.30379746835443
3540,2016.0,CA,CCO,VNC,SAGE,093141,2016-12-20 08:00:00,12/21/2016 8:00:00 AM,2,1.0,1.0,40.23864,,,,,,2010-2019,238834.27734375,3491.14117831562,2016-12,83.85416666666667
3547,2016.0,CA,CDF,RRU,EVERGREEN 2,104305,2016-08-28 07:00:00,8/28/2016 7:00:00 AM,7,1.0,1.0,36.15097,USFS #002618,,{7BE06584-0CC4-4485-9A95-FD7D5086F3EE},,,2010-2019,211618.1015625,3832.56836619356,2016-08,57.945945945945944
3550,2016.0,CA,CDF,MVU,GOPHER 7,018867,2016-08-08 07:00:00,8/14/2016 7:00:00 AM,14,1.0,1.0,34.47683,Gopher_7,,{6417DCCB-380E-409F-9CA0-D90D9111082F},,,2010-2019,199941.89453125,2761.99667714204,2016-08,57.945945945945944
3553,2016.0,CA,CDF,SLU,O'DONOVAN,004131,2016-04-17 07:00:00,4/17/2016 7:00:00 AM,14,1.0,1.0,33.58666,,,,,,2010-2019,205293.78125,2387.63266572623,2016-04,125.30379746835443
3556,2016.0,CA,CDF,SLU,BLUFF,007882,2016-07-18 07:00:00,7/18/2016 7:00:00 AM,2,1.0,1.0,30.23294,,,{7BB04EFB-EE1E-4297-A000-70A0B36A1D29},,,2010-2019,182837.765625,2870.75655690838,2016-07,63.56818181818182
3557,2016.0,CA,CCO,LAC,CEMENT,124428,2016-04-29 07:00:00,4/29/2016 7:00:00 AM,5,1.0,1.0,30.11751,,,,,,2010-2019,181025.890625,2826.02914181132,2016-04,125.30379746835443
3558,2016.0,CA,CDF,MVU,GOPHER 10,026963,2016-11-13 08:00:00,11/16/2016 8:00:00 AM,14,1.0,1.0,29.30604,Gopher_10,,{0A4CA83B-633B-4CC4-8401-A9ED3F305D52},,,2010-2019,170055.63671875,1664.83303616357,2016-11,64.80597014925372
3561,2016.0,CA,CCO,LAC,SESNON,303335,2016-10-18 07:00:00,10/19/2016 7:00:00 AM,14,7.0,1.0,28.68535,,,,,,2010-2019,170549.94140625,2086.9600299744,2016-10,53.84444444444444
3562,2016.0,CA,CCO,LAC,NEWHALL ,109704,2016-04-15 07:00:00,4/15/2016 7:00:00 AM,11,1.0,1.0,28.31304,,,,,,2010-2019,168912.859375,4723.16438130099,2016-04,125.30379746835443
3573,2016.0,CA,CDF,SLU,TOPAZ,005178,2016-05-15 07:00:00,5/15/2016 7:00:00 AM,11,1.0,1.0,23.76394,,,,,,2010-2019,145002.4296875,2013.48332575793,2016-05,98.5909090909091
3590,2016.0,CA,CCO,SBC,CAT,007820,2016-06-27 07:00:00,6/27/2016 7:00:00 AM,11,1.0,1.0,19.74437,,,{94569B32-AF28-47F3-A795-DFD74EAE4E13},,,2010-2019,118762.89453125,1632.58490871212,2016-06,80.95180722891567
3592,2016.0,CA,CCO,ORC,CANYON,,2016-09-12 07:00:00,9/12/2016 7:00:00 AM,10,1.0,1.0,19.58816,18751 Laguna Canyon Rd Inc # 1696326,,,,,2010-2019,114615.2734375,2142.66411446038,2016-09,57.73737373737374
3593,2016.0,CA,CCO,VNC,RANCHO,051433,2016-07-11 07:00:00,7/11/2016 7:00:00 AM,14,1.0,1.0,19.58136,SMNRA INC # 554,,,,,2010-2019,116052.69140625,1541.70332193992,2016-07,63.56818181818182
3595,2016.0,CA,CCO,ORC,TORTOISE,,2016-06-03 07:00:00,6/3/2016 7:00:00 AM,14,1.0,1.0,19.04916,17 Tortoise Shell Inc # 1658120,,,,,2010-2019,111302.2578125,1522.276596016,2016-06,80.95180722891567
3597,2016.0,CA,CDF,SLU,ELK,005664,2016-05-28 07:00:00,5/28/2016 7:00:00 AM,14,1.0,1.0,18.45115,,,,,,2010-2019,112551.0546875,1552.27279089996,2016-05,98.5909090909091
3599,2016.0,CA,CDF,MVU,BARRETT 3,015788,2016-07-03 07:00:00,7/4/2016 7:00:00 AM,10,1.0,1.0,18.08314,Barrett_3,,{7407FA05-F6A9-4F65-B550-8F124503D23E},,,2010-2019,103448.46875,2200.57087532336,2016-07,63.56818181818182
3600,2016.0,CA,CDF,MVU,LAKESIDE,017617,2016-07-24 07:00:00,7/25/2016 7:00:00 AM,14,1.0,1.0,18.04981,Lakeside,,,,,2010-2019,103951.375,1622.80742670647,2016-07,63.56818181818182
3602,2016.0,CA,CCO,SBC,BAR,011063,2016-08-24 07:00:00,8/24/2016 7:00:00 AM,14,1.0,1.0,17.84402,,,{F13FEF5F-0F5B-48E1-90DD-173BB443B0BB},,,2010-2019,106501.25,1774.63039549447,2016-08,57.945945945945944
3606,2016.0,CA,CDF,MVU,ROCK 2,017411,2016-07-22 07:00:00,7/25/2016 7:00:00 AM,10,1.0,1.0,17.28249,Rock_2,,{61C618F9-BDB3-44F5-8646-5FE3A5FC0AF6},,,2010-2019,99711.61328125,2534.01859386496,2016-07,63.56818181818182
3611,2016.0,CA,CDF,SLU,JUAN,004588,2016-04-29 07:00:00,4/29/2016 7:00:00 AM,14,2.0,1.0,16.24882,,,,,,2010-2019,99639.06640625,1616.99858182803,2016-04,125.30379746835443
3623,2016.0,CA,CCO,ORC,REATA ,,2016-07-11 07:00:00,7/11/2016 7:00:00 AM,2,1.0,1.0,14.00695,Lindura St / Borra Pl Inc # 1672601,,,,,2010-2019,81777.2890625,2010.57949219972,2016-07,63.56818181818182
3629,2016.0,CA,CCO,LAC,BARNES,208738,2016-07-19 07:00:00,7/19/2016 7:00:00 AM,3,1.0,1.0,12.63156,,,,,,2010-2019,75950.890625,2185.10267771063,2016-07,63.56818181818182
3635,2016.0,CA,CDF,SLU,ADELAIDA,005883,2016-06-02 07:00:00,6/2/2016 7:00:00 AM,11,1.0,1.0,11.62074,,,,,,2010-2019,71367.33984375,2122.78985055394,2016-06,80.95180722891567
